,Unnamed: 0,Product,Type,Release Date,Process Size (nm),TDP (W),Die Size (mm^2),Transistors (million),Freq (MHz),Foundry,Vendor
3954,3954,ATI Radeon X600 XT,GPU,2004-09-01,130.0,25.0,92.0,75.0,500.0,TSMC,ATI
3955,3955,AMD Radeon Pro V320,GPU,2017-06-29,14.0,230.0,495.0,12500.0,852.0,GF,AMD
3956,3956,ATI All-In-Wonder X600 PRO,GPU,2005-07-01,110.0,,74.0,107.0,400.0,TSMC,ATI
3957,3957,ATI Radeon X800 PRO AGP,GPU,2004-05-01,130.0,48.0,281.0,160.0,475.0,TSMC,ATI
3958,3958,ATI Mobility Radeon X1450,GPU,2006-09-18,80.0,,100.0,107.0,550.0,UMC,ATI
3959,3959,NVIDIA Quadro FX 3000G,GPU,2003-07-22,130.0,,207.0,135.0,400.0,TSMC,NVIDIA
3960,3960,NVIDIA Quadro FX 1700M,GPU,2008-10-01,65.0,50.0,144.0,314.0,625.0,UMC,NVIDIA
3961,3961,ATI Radeon HD 5570 OEM,GPU,2010-02-09,40.0,39.0,104.0,627.0,550.0,TSMC,ATI
3962,3962,ATI Mobility Radeon HD 4225 IGP,GPU,2010-05-01,55.0,9.0,67.0,181.0,380.0,Unknown,ATI
3963,3963,NVIDIA GeForce GTX 1660 Ti Max-Q,GPU,2019-04-23,12.0,,284.0,6600.0,1140.0,TSMC,NVIDIA
3964,3964,AMD Radeon HD 8510 OEM,GPU,2013-07-23,40.0,60.0,118.0,716.0,650.0,TSMC,AMD
3965,3965,NVIDIA Quadro FX 1300,GPU,2004-08-09,130.0,55.0,207.0,135.0,350.0,TSMC,NVIDIA
3966,3966,ATI Radeon HD 4200 IGP,GPU,2009-08-01,55.0,,67.0,181.0,500.0,Unknown,ATI
3967,3967,NVIDIA GeForce Go 6800 Ultra,GPU,2005-02-24,130.0,89.0,225.0,222.0,450.0,TSMC,NVIDIA
3968,3968,NVIDIA GeForce GT 610 PCIe x1,GPU,2012-04-02,40.0,29.0,79.0,292.0,810.0,TSMC,NVIDIA
3969,3969,NVIDIA GeForce GT 330 OEM,GPU,2010-02-02,40.0,75.0,144.0,727.0,550.0,TSMC,NVIDIA
3970,3970,NVIDIA GRID K120Q,GPU,2014-07-02,28.0,130.0,118.0,1270.0,850.0,TSMC,NVIDIA
3971,3971,AMD Radeon R7 A360,GPU,2015-01-01,28.0,,125.0,1550.0,900.0,TSMC,AMD
3972,3972,NVIDIA Quadro K5000 SYNC,GPU,2013-01-25,28.0,122.0,294.0,3540.0,706.0,TSMC,NVIDIA
3973,3973,NVIDIA P106-100,GPU,2017-06-19,16.0,120.0,200.0,4400.0,1506.0,TSMC,NVIDIA
3974,3974,ATI Radeon HD 3850 X2,GPU,2008-04-04,55.0,140.0,192.0,666.0,669.0,TSMC,ATI
3975,3975,ATI Mobility FireGL V5700,GPU,2008-01-07,55.0,,135.0,378.0,600.0,TSMC,ATI
3976,3976,ATI Radeon HD 2950 PRO,GPU,NaT,55.0,75.0,192.0,666.0,600.0,TSMC,ATI
3977,3977,AMD FirePro A320,GPU,2012-06-06,32.0,100.0,246.0,1303.0,800.0,TSMC,AMD
3978,3978,ATI FirePro M5725,GPU,2009-01-09,55.0,35.0,146.0,514.0,675.0,TSMC,ATI
3979,3979,ATI Radeon HD 5690,GPU,2011-02-01,40.0,64.0,104.0,627.0,775.0,TSMC,ATI
3980,3980,ATI Radeon HD 3830,GPU,2008-04-01,55.0,75.0,192.0,666.0,668.0,TSMC,ATI
3981,3981,AMD Radeon HD 7490M,GPU,2012-01-07,40.0,9.0,67.0,370.0,800.0,TSMC,AMD
3982,3982,NVIDIA GeForce PCX 5900,GPU,2003-03-17,130.0,,207.0,135.0,350.0,TSMC,NVIDIA
3983,3983,NVIDIA GeForce 6600 GT,GPU,2004-08-12,110.0,,154.0,146.0,500.0,TSMC,NVIDIA
3984,3984,AMD Radeon HD 8670M,GPU,2013-03-01,28.0,,77.0,950.0,775.0,TSMC,AMD
3985,3985,NVIDIA Quadro K6000 SDI,GPU,2013-07-23,28.0,239.0,561.0,7080.0,902.0,TSMC,NVIDIA
3986,3986,AMD Radeon HD 7590M,GPU,2012-01-07,40.0,18.0,104.0,716.0,600.0,TSMC,AMD
3987,3987,NVIDIA GeForce 8200,GPU,2007-04-17,80.0,40.0,127.0,210.0,500.0,Unknown,NVIDIA
3988,3988,ATI Radeon X1900 G5 Mac Edition,GPU,2006-11-06,90.0,75.0,352.0,384.0,575.0,TSMC,ATI
3989,3989,NVIDIA GeForce GT 220 OEM,GPU,2009-10-12,40.0,58.0,144.0,727.0,506.0,TSMC,NVIDIA
3990,3990,AMD Radeon RX Vega 11 Mobile,GPU,2019-10-22,14.0,15.0,210.0,4940.0,300.0,GF,AMD
3991,3991,NVIDIA GeForce 8300 GS,GPU,2007-04-17,80.0,40.0,127.0,210.0,459.0,TSMC,NVIDIA
3992,3992,NVIDIA Tesla V100 SXM3 32 GB,GPU,2018-03-27,12.0,250.0,815.0,21100.0,1290.0,TSMC,NVIDIA
3993,3993,NVIDIA GeForce 9800M GS,GPU,2008-11-01,65.0,60.0,240.0,505.0,530.0,TSMC,NVIDIA
3994,3994,Intel Iris Plus Graphics 655,GPU,2018-04-03,14.0,15.0,,,300.0,Intel,Intel
3995,3995,AMD Radeon HD 6770M,GPU,2011-01-04,40.0,35.0,104.0,716.0,725.0,TSMC,AMD
3996,3996,AMD Radeon HD 6830M,GPU,2011-01-04,40.0,39.0,166.0,1040.0,575.0,TSMC,AMD
3997,3997,AMD Radeon HD 6530M,GPU,2010-11-26,40.0,26.0,104.0,627.0,450.0,TSMC,AMD
3998,3998,Intel Iris Plus Graphics G7,GPU,2020-05-04,10.0,15.0,,,300.0,Intel,Intel
3999,3999,ATI Radeon HD 4750,GPU,2009-09-09,40.0,100.0,137.0,826.0,730.0,TSMC,ATI
4000,4000,NVIDIA GeForce GT 415 OEM,GPU,2010-09-03,40.0,32.0,100.0,486.0,625.0,TSMC,NVIDIA
4001,4001,NVIDIA GeForce MX130,GPU,2017-11-17,28.0,30.0,,,1109.0,TSMC,NVIDIA
4002,4002,NVIDIA GeForce FX 5200,GPU,2003-03-06,150.0,,124.0,45.0,250.0,TSMC,NVIDIA
4003,4003,NVIDIA GeForce GT 430 OEM,GPU,2010-10-11,40.0,49.0,116.0,585.0,700.0,TSMC,NVIDIA
4004,4004,NVIDIA GeForce GTX 460,GPU,2010-07-12,40.0,160.0,332.0,1950.0,675.0,TSMC,NVIDIA
4005,4005,ATI Radeon HD 3450 X2,GPU,2007-12-10,55.0,50.0,67.0,181.0,600.0,TSMC,ATI
4006,4006,AMD Radeon RX Vega M GL,GPU,2018-02-01,14.0,65.0,208.0,5000.0,931.0,GF,AMD
4007,4007,Intel HD Graphics 5500,GPU,2014-09-05,14.0,15.0,,,300.0,Intel,Intel
4008,4008,NVIDIA Quadro K2200M,GPU,2014-07-19,28.0,65.0,148.0,1870.0,667.0,TSMC,NVIDIA
4009,4009,AMD Radeon HD 7420G IGP,GPU,2012-06-06,32.0,35.0,246.0,1303.0,480.0,TSMC,AMD
4010,4010,ATI Radeon HD 5570,GPU,2010-02-09,40.0,39.0,104.0,627.0,650.0,TSMC,ATI
4011,4011,AMD Radeon HD 6450,GPU,2011-04-07,40.0,18.0,67.0,370.0,625.0,TSMC,AMD
4012,4012,ATI Radeon Xpress 1200 IGP,GPU,2007-02-28,80.0,,73.0,120.0,400.0,Unknown,ATI
4013,4013,NVIDIA GeForce GT 755M,GPU,2013-06-25,28.0,50.0,118.0,1270.0,980.0,TSMC,NVIDIA
4014,4014,NVIDIA Tesla P100 DGXS,GPU,2016-04-05,16.0,300.0,610.0,15300.0,1328.0,TSMC,NVIDIA
4015,4015,AMD Radeon RX 6800M,GPU,2021-01-01,7.0,230.0,335.0,17200.0,2321.0,TSMC,AMD
4016,4016,NVIDIA Quadro 400,GPU,2011-04-05,40.0,32.0,100.0,486.0,450.0,TSMC,NVIDIA
4017,4017,NVIDIA GeForce4 410 Go,GPU,2002-02-06,150.0,,65.0,29.0,200.0,TSMC,NVIDIA
4018,4018,Intel Iris Pro Graphics 6200,GPU,2014-09-05,14.0,15.0,,,300.0,Intel,Intel
4019,4019,AMD Radeon Pro Vega 64,GPU,2017-06-27,14.0,250.0,495.0,12500.0,1250.0,GF,AMD
4020,4020,AMD Radeon R9 A375,GPU,2015-01-01,28.0,,123.0,1500.0,900.0,TSMC,AMD
4021,4021,ATI Radeon X800 GTO,GPU,2005-11-01,130.0,49.0,297.0,160.0,400.0,TSMC,ATI
4022,4022,ATI Radeon X800 CrossFire Edition,GPU,2005-10-28,130.0,,289.0,160.0,500.0,TSMC,ATI
4023,4023,AMD Radeon 535 Mobile,GPU,2017-04-18,28.0,50.0,125.0,1550.0,730.0,TSMC,AMD
4024,4024,NVIDIA GeForce 9300M G,GPU,2008-02-01,80.0,13.0,127.0,210.0,400.0,TSMC,NVIDIA
4025,4025,AMD Radeon HD 7790,GPU,2013-03-22,28.0,85.0,160.0,2080.0,1000.0,TSMC,AMD
4026,4026,NVIDIA GeForce 6800 LE,GPU,2004-07-21,130.0,,287.0,222.0,300.0,TSMC,NVIDIA
4027,4027,AMD Radeon RX 560 Mobile,GPU,2017-01-05,14.0,65.0,123.0,3000.0,1090.0,GF,AMD
4028,4028,NVIDIA Quadro NVS 140M,GPU,2007-05-09,80.0,10.0,127.0,210.0,400.0,TSMC,NVIDIA
4029,4029,NVIDIA GeForce GTX 260,GPU,2008-06-16,65.0,182.0,576.0,1400.0,576.0,TSMC,NVIDIA
4030,4030,ATI Mobility Radeon HD 3470,GPU,2008-01-07,55.0,,67.0,181.0,680.0,TSMC,ATI
4031,4031,NVIDIA GeForce GT 240,GPU,2009-11-17,40.0,69.0,144.0,727.0,550.0,TSMC,NVIDIA
4032,4032,NVIDIA GeForce GT 610,GPU,2012-04-02,40.0,29.0,79.0,292.0,810.0,TSMC,NVIDIA
4033,4033,ATI Mobility Radeon HD 5145,GPU,2010-01-07,55.0,15.0,73.0,242.0,720.0,TSMC,ATI
4034,4034,NVIDIA Quadro FX 1700 Mac Edition,GPU,2008-09-27,80.0,42.0,169.0,289.0,520.0,TSMC,NVIDIA
4035,4035,ATI Mobility Radeon-P,GPU,2001-12-01,180.0,,115.0,30.0,166.0,TSMC,ATI
4036,4036,AMD Radeon 550X,GPU,2019-03-27,14.0,50.0,103.0,2200.0,1082.0,GF,AMD
4037,4037,NVIDIA Quadro K4000M,GPU,2012-06-01,28.0,100.0,294.0,3540.0,601.0,TSMC,NVIDIA
4038,4038,NVIDIA Tesla M2050,GPU,2011-07-25,40.0,225.0,529.0,3100.0,575.0,TSMC,NVIDIA
4039,4039,AMD Radeon R9 M280X,GPU,2015-02-05,28.0,,160.0,2080.0,1000.0,TSMC,AMD
4040,4040,NVIDIA GeForce PCX 5300,GPU,2004-02-17,150.0,,91.0,45.0,250.0,TSMC,NVIDIA
4041,4041,ATI Radeon VE PCI,GPU,2001-02-19,180.0,23.0,115.0,30.0,183.0,TSMC,ATI
4042,4042,NVIDIA GeForce GTX 1080 Ti 10 GB,GPU,NaT,16.0,250.0,471.0,11800.0,1557.0,TSMC,NVIDIA
4043,4043,NVIDIA GeForce RTX 3060,GPU,2021-01-12,8.0,170.0,276.0,13250.0,1320.0,Samsung,NVIDIA
4044,4044,NVIDIA Tesla M10,GPU,2016-05-18,28.0,225.0,148.0,1870.0,1033.0,TSMC,NVIDIA
4045,4045,NVIDIA GeForce 7025 + nForce 630a,GPU,2006-02-01,90.0,,81.0,112.0,425.0,Unknown,NVIDIA
4046,4046,NVIDIA GeForce GTX 760A,GPU,2014-03-17,28.0,55.0,221.0,2540.0,628.0,TSMC,NVIDIA
4047,4047,NVIDIA GeForce RTX 2060 Mobile,GPU,2019-01-29,12.0,115.0,445.0,10800.0,960.0,TSMC,NVIDIA
4048,4048,AMD FirePro W5000 DVI,GPU,2013-02-25,28.0,75.0,212.0,2800.0,825.0,TSMC,AMD
4049,4049,Intel Iris Plus Graphics 645,GPU,2019-10-07,14.0,15.0,,,300.0,Intel,Intel
4050,4050,3dfx Spectre 3000,GPU,NaT,,60.0,131.0,30.0,200.0,TSMC,Other
4051,4051,NVIDIA Quadro RTX 6000,GPU,2018-08-13,12.0,260.0,754.0,18600.0,1440.0,TSMC,NVIDIA
4052,4052,NVIDIA GeForce RTX 2070 SUPER,GPU,2019-07-09,12.0,215.0,545.0,13600.0,1605.0,TSMC,NVIDIA
4053,4053,ATI Radeon HD 2900 XT,GPU,2007-05-14,80.0,215.0,420.0,720.0,743.0,TSMC,ATI
4054,4054,Intel Xe DG1-SDV,GPU,NaT,10.0,75.0,77.0,,900.0,Intel,Intel
4055,4055,NVIDIA GeForce 9600 GT Mac Edition,GPU,2008-12-22,65.0,95.0,240.0,505.0,600.0,TSMC,NVIDIA
4056,4056,ATI Radeon X800,GPU,2004-12-01,110.0,30.0,240.0,160.0,400.0,TSMC,ATI
4057,4057,ATI FirePro V7770,GPU,2012-01-01,55.0,76.0,256.0,956.0,625.0,TSMC,ATI
4058,4058,AMD Radeon R5 M420,GPU,2016-05-15,28.0,,56.0,690.0,780.0,TSMC,AMD
4059,4059,NVIDIA Quadro K500M,GPU,2012-06-01,28.0,35.0,118.0,1270.0,850.0,TSMC,NVIDIA
4060,4060,AMD Radeon R7 350,GPU,2016-07-06,28.0,55.0,123.0,1500.0,800.0,TSMC,AMD
4061,4061,NVIDIA GeForce2 GTS PRO,GPU,2000-04-26,150.0,,88.0,25.0,200.0,TSMC,NVIDIA
4062,4062,ATI Mobility Radeon HD 4250 IGP,GPU,2010-05-01,55.0,,67.0,181.0,500.0,Unknown,ATI
4063,4063,AMD Radeon HD 7770M,GPU,2012-04-24,28.0,32.0,123.0,1500.0,675.0,TSMC,AMD
4064,4064,NVIDIA Tesla S870,GPU,2007-05-02,90.0,800.0,484.0,681.0,600.0,TSMC,NVIDIA
4065,4065,NVIDIA GeForce G103M,GPU,2009-09-01,65.0,14.0,86.0,210.0,640.0,TSMC,NVIDIA
4066,4066,AMD Radeon HD 6290 IGP,GPU,2011-01-07,40.0,9.0,75.0,450.0,276.0,TSMC,AMD
4067,4067,NVIDIA GeForce 9500 GT Rev. 2,GPU,2008-07-29,65.0,50.0,144.0,314.0,600.0,UMC,NVIDIA
4068,4068,NVIDIA GeForce 705A,GPU,2014-07-01,40.0,15.0,79.0,292.0,475.0,TSMC,NVIDIA
4069,4069,NVIDIA ION,GPU,2008-06-03,65.0,20.0,162.0,282.0,450.0,Unknown,NVIDIA
4070,4070,Intel GMA 600,GPU,2010-05-04,45.0,,62.0,140.0,400.0,Intel,Intel
4071,4071,ATI Radeon HD 3650,GPU,2008-01-20,55.0,65.0,135.0,378.0,725.0,TSMC,ATI
4072,4072,ATI Radeon X800 GTO AGP,GPU,2005-10-01,130.0,49.0,297.0,160.0,400.0,TSMC,ATI
4073,4073,AMD Radeon RX 550X 640SP,GPU,2018-04-11,14.0,60.0,123.0,3000.0,1019.0,GF,AMD
4074,4074,NVIDIA GeForce 6150 SE + nForce 430,GPU,2004-10-11,90.0,,,,425.0,Unknown,NVIDIA
4075,4075,AMD Radeon RX 480,GPU,2016-06-29,14.0,150.0,232.0,5700.0,1120.0,GF,AMD
4076,4076,ATI Radeon X1650 XT Dual,GPU,2006-10-30,80.0,,230.0,330.0,525.0,TSMC,ATI
4077,4077,ATI FireMV 2260 PCIe x1,GPU,2008-01-01,55.0,15.0,67.0,181.0,500.0,TSMC,ATI
4078,4078,NVIDIA Quadro FX 3400,GPU,2004-06-28,130.0,101.0,287.0,222.0,350.0,TSMC,NVIDIA
4079,4079,NVIDIA GeForce4 Ti 4200,GPU,2002-02-06,150.0,,142.0,63.0,250.0,TSMC,NVIDIA
4080,4080,NVIDIA Quadro NVS 150M,GPU,2008-08-15,65.0,10.0,86.0,210.0,530.0,TSMC,NVIDIA
4081,4081,ATI Mobility Radeon,GPU,2001-12-01,180.0,,115.0,30.0,144.0,TSMC,ATI
4082,4082,NVIDIA GeForce 8400 SE,GPU,2008-08-01,80.0,50.0,127.0,210.0,459.0,TSMC,NVIDIA
4083,4083,ATI FirePro 2260 PCI,GPU,2008-01-01,55.0,15.0,67.0,181.0,500.0,TSMC,ATI
4084,4084,AMD FirePro W7000,GPU,2012-06-13,28.0,150.0,212.0,2800.0,950.0,TSMC,AMD
4085,4085,NVIDIA GeForce 6800 GT,GPU,2004-04-14,130.0,,287.0,222.0,350.0,TSMC,NVIDIA
4086,4086,NVIDIA GeForce 6200 LE PCI,GPU,2004-10-11,110.0,,154.0,146.0,300.0,TSMC,NVIDIA
4087,4087,AMD Radeon Graphics 448SP,GPU,2021-01-12,7.0,25.0,156.0,9800.0,300.0,TSMC,AMD
4088,4088,NVIDIA GeForce 9600 GSO 512,GPU,2008-10-23,65.0,90.0,240.0,505.0,650.0,TSMC,NVIDIA
4089,4089,AMD Radeon Vega 3 Embedded,GPU,2019-01-01,14.0,10.0,210.0,4940.0,300.0,GF,AMD
4090,4090,Intel Iris Xe MAX Graphics,GPU,2020-10-31,10.0,25.0,77.0,,300.0,Intel,Intel
4091,4091,NVIDIA Quadro 500M,GPU,2011-02-22,40.0,35.0,116.0,585.0,700.0,TSMC,NVIDIA
4092,4092,NVIDIA GeForce2 MX + nForce 420,GPU,2001-06-04,180.0,,65.0,20.0,175.0,Unknown,NVIDIA
4093,4093,NVIDIA GeForce GTX 1650 Ti Mobile,GPU,2020-04-02,12.0,50.0,200.0,4700.0,1350.0,TSMC,NVIDIA
4094,4094,ATI Radeon 9800 XT,GPU,2003-10-01,150.0,60.0,218.0,117.0,412.0,TSMC,ATI
4095,4095,ATI All-In-Wonder 2006 AGP Edition,GPU,2005-04-29,130.0,,76.0,60.0,324.0,TSMC,ATI
4096,4096,NVIDIA Quadro FX 4800,GPU,2008-11-11,55.0,150.0,470.0,1400.0,602.0,TSMC,NVIDIA
4097,4097,XGI Volari V5,GPU,2003-09-15,130.0,,,90.0,325.0,UMC,Other
4098,4098,AMD FirePro D500,GPU,2014-01-18,28.0,274.0,352.0,4313.0,725.0,TSMC,AMD
4099,4099,AMD Radeon HD 6770,GPU,2011-01-21,40.0,108.0,166.0,1040.0,850.0,TSMC,AMD
4100,4100,Intel HD Graphics P4600,GPU,2013-06-01,22.0,84.0,,,350.0,Intel,Intel
4101,4101,NVIDIA GeForce 8100 + nForce 720a,GPU,2007-04-17,80.0,40.0,127.0,210.0,500.0,Unknown,NVIDIA
4102,4102,NVIDIA Tesla K20c,GPU,2012-11-12,28.0,225.0,561.0,7080.0,706.0,TSMC,NVIDIA
4103,4103,NVIDIA GeForce GT 730M,GPU,2013-01-20,28.0,33.0,118.0,1270.0,725.0,TSMC,NVIDIA
4104,4104,Intel GMA 3000,GPU,2006-06-01,90.0,13.0,,,667.0,Intel,Intel
4105,4105,NVIDIA GeForce 7900 GS,GPU,2006-05-01,90.0,49.0,196.0,278.0,450.0,TSMC,NVIDIA
4106,4106,NVIDIA GeForce GT 140 OEM,GPU,2009-03-10,55.0,105.0,196.0,505.0,650.0,TSMC,NVIDIA
4107,4107,AMD Radeon R9 M370X Mac Edition,GPU,2015-05-05,28.0,,123.0,1500.0,775.0,TSMC,AMD
4108,4108,ATI Radeon HD 5550,GPU,2010-02-09,40.0,39.0,104.0,627.0,550.0,TSMC,ATI
4109,4109,ATI Radeon HD 4520,GPU,2009-12-02,55.0,25.0,73.0,242.0,600.0,TSMC,ATI
4110,4110,ATI Mobility Radeon 9500,GPU,2004-06-01,130.0,,92.0,76.0,230.0,TSMC,ATI
4111,4111,ATI Radeon HD 4860,GPU,2009-09-09,55.0,130.0,282.0,959.0,700.0,TSMC,ATI
4112,4112,NVIDIA Quadro K4100M,GPU,2013-07-23,28.0,100.0,294.0,3540.0,706.0,TSMC,NVIDIA
4113,4113,NVIDIA GeForce GT 750M Mac Edition,GPU,2013-11-08,28.0,50.0,118.0,1270.0,926.0,TSMC,NVIDIA
4114,4114,NVIDIA GeForce 800A,GPU,2014-03-17,40.0,15.0,79.0,292.0,475.0,TSMC,NVIDIA
4115,4115,ATI Radeon 9800 XT Mac Edition,GPU,2004-03-14,150.0,60.0,218.0,117.0,412.0,TSMC,ATI
4116,4116,NVIDIA GeForce GTX 280M,GPU,2009-03-03,65.0,75.0,324.0,754.0,585.0,TSMC,NVIDIA
4117,4117,NVIDIA Quadro FX 3600M,GPU,2008-02-23,65.0,70.0,324.0,754.0,500.0,TSMC,NVIDIA
4118,4118,NVIDIA Quadro RTX 8000,GPU,2018-08-13,12.0,260.0,754.0,18600.0,1395.0,TSMC,NVIDIA
4119,4119,AMD Radeon R9 390,GPU,2015-06-18,28.0,275.0,438.0,6200.0,1000.0,TSMC,AMD
4120,4120,NVIDIA GeForce 9600M GS,GPU,2008-06-03,55.0,20.0,121.0,314.0,430.0,TSMC,NVIDIA
4121,4121,ATI Radeon X1600,GPU,2007-01-01,80.0,27.0,100.0,107.0,635.0,UMC,ATI
4122,4122,ATI Radeon HD 2600 XT,GPU,2007-06-28,65.0,50.0,153.0,390.0,800.0,TSMC,ATI
4123,4123,ATI Radeon HD 3870 X2,GPU,2008-01-26,55.0,165.0,192.0,666.0,825.0,TSMC,ATI
4124,4124,AMD Radeon Pro WX 4130 Mobile,GPU,2017-03-01,14.0,50.0,123.0,3000.0,1002.0,GF,AMD
4125,4125,NVIDIA GeForce GT 645M,GPU,2012-10-01,28.0,32.0,118.0,1270.0,709.0,TSMC,NVIDIA
4126,4126,NVIDIA GeForce GTX 850A,GPU,2014-03-17,28.0,45.0,148.0,1870.0,902.0,TSMC,NVIDIA
4127,4127,NVIDIA GeForce4 Ti 4800 SE,GPU,2003-02-16,150.0,,101.0,36.0,275.0,TSMC,NVIDIA
4128,4128,AMD Radeon RX 550 Mobile,GPU,2017-07-02,14.0,50.0,103.0,2200.0,1100.0,GF,AMD
4129,4129,NVIDIA Quadro FX 380M,GPU,2010-01-07,40.0,25.0,57.0,260.0,606.0,TSMC,NVIDIA
4130,4130,NVIDIA Quadro FX 4500,GPU,2005-07-28,110.0,109.0,333.0,302.0,430.0,TSMC,NVIDIA
4131,4131,AMD Radeon HD 7850M,GPU,2012-04-24,28.0,40.0,123.0,1500.0,675.0,TSMC,AMD
4132,4132,AMD Radeon R7 M265,GPU,2014-05-20,28.0,,125.0,1550.0,900.0,TSMC,AMD
4133,4133,ATI Radeon 3100 IGP,GPU,2008-03-04,65.0,,85.0,180.0,350.0,Unknown,ATI
4134,4134,ATI Mobility Radeon HD 4850 X2,GPU,2009-01-09,55.0,,256.0,956.0,500.0,TSMC,ATI
4135,4135,NVIDIA GeForce FX 5500 PCI,GPU,2004-03-17,150.0,,91.0,45.0,270.0,TSMC,NVIDIA
4136,4136,AMD Radeon HD 8550D IGP,GPU,2013-05-23,32.0,65.0,246.0,1303.0,720.0,TSMC,AMD
4137,4137,ATI Radeon X700 PRO AGP,GPU,2004-09-01,110.0,33.0,156.0,120.0,425.0,TSMC,ATI
4138,4138,Matrox Parhelia Precision SGT,GPU,2001-01-01,150.0,,174.0,80.0,200.0,UMC,Other
4139,4139,Intel GMA X3000,GPU,2006-06-01,90.0,13.0,,,667.0,Intel,Intel
4140,4140,AMD Radeon HD 8830M,GPU,2013-04-01,28.0,,123.0,1500.0,575.0,TSMC,AMD
4141,4141,NVIDIA GeForce 9400 GT,GPU,2008-08-27,55.0,50.0,121.0,314.0,550.0,TSMC,NVIDIA
4142,4142,ATI All-In-Wonder X800 XL,GPU,2005-01-21,110.0,,240.0,160.0,400.0,TSMC,ATI
4143,4143,AMD Radeon HD 7670M,GPU,2012-02-17,40.0,20.0,104.0,716.0,600.0,TSMC,AMD
4144,4144,NVIDIA GeForce 8800 GTS Core 112,GPU,2007-11-19,90.0,150.0,484.0,681.0,500.0,TSMC,NVIDIA
4145,4145,NVIDIA Quadro RTX 8000 Passive,GPU,2018-08-13,12.0,260.0,754.0,18600.0,1230.0,TSMC,NVIDIA
4146,4146,NVIDIA Tesla C1060,GPU,2009-04-09,55.0,188.0,470.0,1400.0,610.0,TSMC,NVIDIA
4147,4147,NVIDIA Quadro 4000 Mac Edition,GPU,2011-06-12,40.0,142.0,529.0,3100.0,475.0,TSMC,NVIDIA
4148,4148,ATI Radeon X1800 GTO2,GPU,2006-03-01,90.0,,288.0,321.0,500.0,TSMC,ATI
4149,4149,AMD Radeon Vega 8,GPU,2019-07-07,14.0,15.0,210.0,4940.0,300.0,GF,AMD
4150,4150,AMD Atari VCS 400 GPU,GPU,2020-12-14,14.0,15.0,210.0,4940.0,300.0,GF,AMD
4151,4151,NVIDIA GeForce RTX 2080,GPU,2018-09-20,12.0,215.0,545.0,13600.0,1515.0,TSMC,NVIDIA
4152,4152,Matrox Parhelia 128 MB,GPU,2004-03-30,150.0,,174.0,80.0,250.0,UMC,Other
4153,4153,AMD Radeon R9 FURY X,GPU,2015-06-24,28.0,275.0,596.0,8900.0,1050.0,TSMC,AMD
4154,4154,AMD Radeon R5 310 OEM,GPU,2015-05-05,40.0,35.0,67.0,370.0,875.0,TSMC,AMD
4155,4155,NVIDIA GeForce 6100 + nForce 405,GPU,2004-10-11,90.0,,,,425.0,Unknown,NVIDIA
4156,4156,Intel HD Graphics 4600,GPU,2013-06-03,22.0,45.0,,,350.0,Intel,Intel
4157,4157,ATI Mobility Radeon X300,GPU,2005-11-01,110.0,,74.0,107.0,350.0,TSMC,ATI
4158,4158,NVIDIA GeForce 6200 LE AGP,GPU,2005-04-04,110.0,,110.0,75.0,350.0,TSMC,NVIDIA
4159,4159,NVIDIA GeForce 7800 GTX 512,GPU,2005-11-14,110.0,108.0,333.0,302.0,500.0,TSMC,NVIDIA
4160,4160,NVIDIA GeForce GTX 1050 Mobile 3 GB,GPU,2019-02-01,14.0,75.0,132.0,3300.0,1366.0,Samsung,NVIDIA
4161,4161,ATI Radeon X1550,GPU,2007-01-01,80.0,27.0,100.0,107.0,550.0,UMC,ATI
4162,4162,ATI FireGL V3400,GPU,2005-10-01,90.0,,150.0,157.0,500.0,TSMC,ATI
4163,4163,AMD Radeon R9 360 OEM,GPU,2015-05-05,28.0,85.0,160.0,2080.0,1000.0,TSMC,AMD
4164,4164,AMD Radeon Pro WX 3200 Mobile,GPU,2019-07-02,14.0,65.0,103.0,2200.0,1082.0,GF,AMD
4165,4165,NVIDIA GeForce GT 650M,GPU,2012-03-22,28.0,45.0,118.0,1270.0,835.0,TSMC,NVIDIA
4166,4166,NVIDIA GRID K220Q,GPU,2014-07-02,28.0,225.0,294.0,3540.0,745.0,TSMC,NVIDIA
4167,4167,NVIDIA GRID K240Q,GPU,2013-06-28,28.0,225.0,294.0,3540.0,745.0,TSMC,NVIDIA
4168,4168,NVIDIA GeForce GTX 1650 Max-Q,GPU,2019-04-23,12.0,30.0,200.0,4700.0,1020.0,TSMC,NVIDIA
4169,4169,NVIDIA GeForce GTX 1070,GPU,2016-06-10,16.0,150.0,314.0,7200.0,1506.0,TSMC,NVIDIA
4170,4170,NVIDIA GeForce 930A,GPU,2015-03-13,28.0,33.0,,,928.0,TSMC,NVIDIA
4171,4171,AMD Radeon Vega 3 Embedded,GPU,2018-09-06,14.0,15.0,210.0,4940.0,300.0,GF,AMD
4172,4172,ATI Mobility Radeon HD 5870,GPU,2010-01-07,40.0,50.0,166.0,1040.0,700.0,TSMC,ATI
4173,4173,AMD Radeon Pro 575X,GPU,2019-03-18,14.0,150.0,232.0,5700.0,1096.0,GF,AMD
4174,4174,AMD Radeon Pro WX 3200,GPU,2019-07-02,14.0,65.0,103.0,2200.0,1295.0,GF,AMD
4175,4175,AMD Xbox Series S GPU,GPU,2020-11-10,7.0,100.0,197.0,8000.0,1565.0,TSMC,AMD
